Unnamed: 0,CompanyName,RevenueRangeUSDm,NumberOfEmployees,TotalFundRaisedUSDm,NumberOfFundingRounds,CurrentValuationUSDm,RoundType,FundingStatus,NumberOfInvestors,GlobalTrafficRank,Source,City,Country,Area,AlsoKnownAs,EoYArea,InvestorsOrganization,InvestorsPerson,State,UID,ZipCode,permalink
7907,Energiency,,11 - 50,7.396672,4,4.5,venture_unknown,Late Stage Venture,6.0,4816126.0,crunchbase,Rennes,France,WEM,,,50 Partners;Encevo;InnoEnergy;West Web Valley;GO CAPITAL;Isai,,Bretagne,77b1f683c43438d2dfb282f27ca0372a,35000,energiency
7908,Chaitanya,,251 - 500,10.623656,2,7.0,venture_c,Late Stage Venture,1.0,5222198.0,crunchbase,Bangalore,India,India,,,Equator Capital Partners,,Karnataka,e91815918e245a837a8b6b645e5aed55,560 018,chaitanya
7909,Companisto,,11 - 50,7.751132000000001,3,5.455467,venture_unknown,Late Stage Venture,,441786.0,crunchbase,Berlin,Germany,GSA,,,,,Berlin,096f6e9c94475f97822661eb390c833e,10997,companisto
7910,Selency,,1 - 10,20.324663,3,17.051519,venture_b,Early Stage Venture,1.0,41086.0,crunchbase,Paris,France,WEM,['Brocante Lab'],,Prosus & Naspers,,Ile-de-France,87a3d3a1e5824953490d0bb95b0b2099,,brocante-lab
7911,DataDome,,11 - 50,4.246225,3,3.104294,venture_unknown,Late Stage Venture,2.0,629224.0,crunchbase,Paris,France,WEM,,,50 Partners;Isai,,Ile-de-France,dacbcc05f78a2d353c74551eb6f6a834,75008,datadome
7912,Magic Makers,,51 - 100,4.139862,2,3.468749,venture_unknown,Late Stage Venture,3.0,511938.0,crunchbase,Paris,France,WEM,,,Econocom;EDUCAPITAL;Kima Ventures,,Ile-de-France,a6ea93e08f8583618eda0c5d76c73d55,75015,magic-makers
7913,eCare Vault,,1 - 10,3.693694,3,2.693694,venture_unknown,Late Stage Venture,,12049663.0,crunchbase,Boston,United States,US-East,,New England,,,Massachusetts,9e0ef8652b2804f29fa44e4b6fc8fd29,02116,ecare-vault
7914,Cryoocyte,,,5.488101,2,5.488101,venture_unknown,Late Stage Venture,1.0,30627892.0,crunchbase,Atlanta,United States,,,,Aqua Spark,,Georgia,7cbd68cd887afeb2a3e6e79eab11f826,,cryoocyte-inc
7915,Airfi aero,,51 - 100,1.447017,1,1.447017,venture_unknown,Late Stage Venture,,167802.0,crunchbase,Hoofddorp,Netherlands,WEM,"['AirFi Aero', 'MI Airline', 'MI Group']",,,,Noord-Holland,11d2d3b7d93ade83dafc50b7d2e14e9d,,airfi-aero
7916,ExploraMed,,11 - 50,56.256648,4,8.75665,venture_unknown,Late Stage Venture,,17904697.0,crunchbase,Mountain View,United States,US-West,,Northern California,,,California,a6e2cf13e02e5956e667a8bf01e30aeb,94040,exploramed-llc
7917,SaaStock,,11 - 50,0.0,1,0.0,venture_a,Early Stage Venture,3.0,1469495.0,crunchbase,London,United Kingdom,UK&I,['SaaScribe Media Ltd'],,The SaaSgarage,"Janz, Christoph;Chudzinski, Pawel",England,33a900e820ab1fdef5010a078f11741b,EC1R 0EB,saastock
7918,iraLogix,,11 - 50,7.15,3,5.0,venture_a,Early Stage Venture,2.0,19514185.0,crunchbase,Pittsburgh,United States,US-Central,,East Central,Integrated Retirement Initiatives;Riverfront Ventures,,Pennsylvania,3d04be74248c0216c588225db73a8c36,15212,iralogix
7919,Suavoo,,11 - 50,0.389151,2,0.349788,venture_unknown,Late Stage Venture,1.0,,crunchbase,Sweden,United States,,['Suavoo International'],,Wellstreet,,South Carolina,fa5ec3b85370067e81c04c0a374068cb,,suavoo-international
7920,Rodo,,11 - 50,26.6,2,23.0,venture_a,Early Stage Venture,1.0,632598.0,crunchbase,New York,United States,,,,IAC,,New York,2464ae7b0ed3365719512504c9c643de,,rodo
7921,Itello,,1 - 10,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,347472.0,crunchbase,Stockholm,Sweden,Nordics,,,Monterro,,Stockholms Lan,715e1ec9e343b2ae56c39347526c3e75,111 53,itello
7922,TAPP Water,,11 - 50,4.070104,4,2.1,venture_a,Early Stage Venture,2.0,,crunchbase,Barcelona,Spain,Mediterranean,['TAPP'],,Bluewater Group;Yabeo Capital,,Catalonia,c83da5186be52e4e02569406fd138394,08005,tapp-water
7923,Buoy Health,,51 - 100,29.0,4,20.0,venture_b,Early Stage Venture,4.0,104883.0,crunchbase,Boston,United States,US-East,['Buoy'],New England,Humana;Cigna Ventures;F-Prime Capital;Optum Ventures,,Massachusetts,502542b22779f7017e1c521ca5711b8b,02116,buoy-health
7924,Tessian,,101 - 250,58.652437,7,0.0,venture_unknown,Late Stage Venture,1.0,947190.0,crunchbase,London,United Kingdom,UK&I,"['Quiver', 'Quiver Software', 'Quiver Software Limited', 'CheckRecipient', 'CheckRecipient Limited']",,Upscale,,England,1ab40f88a4d4719b64a021eea632c944,,checkrecipient
7925,Auddly,,11 - 50,4.027072,2,2.26632,venture_unknown,Late Stage Venture,3.0,1489574.0,crunchbase,Stockholm,Sweden,Nordics,,,Almi Invest,"Martin, Max;Pournouri, Ash",Stockholms Lan,399b3681253bf3a88199dd5f99d67179,,auddly
7926,Federation Entertainment,,11 - 50,5.432651,1,5.432651,venture_unknown,Late Stage Venture,2.0,8052896.0,crunchbase,Paris,France,WEM,,,Entrepreneur Venture;Alliance Entreprendre,,Ile-de-France,dfcf1a2b8f98083b231226af9c717a55,75008,federation-entertainment
7927,Proximis,,11 - 50,8.667923,4,5.623981,venture_unknown,Late Stage Venture,5.0,657316.0,crunchbase,Strasbourg,France,WEM,,,M Capital Partners;Alsace création;Venture Entrepreneur;Naxicap Partners;3T Capital,,Alsace,9951e36eba7c382bb71fd38af24223ac,67000,proximis
7928,prooV,,11 - 50,21.0,3,0.0,venture_unknown,Late Stage Venture,,2674995.0,crunchbase,Herzliya,Israel,Israel,,,,,Tel Aviv,3780b8f50fca6fde95fde0d707f498b9,,proov
7929,Flock Freight,,101 - 250,70.5,4,50.0,venture_b,Early Stage Venture,2.0,1567693.0,crunchbase,Solana Beach,United States,,['AuptiX'],,GLP Capital Partners;SignalFire,,California,c33c8cbab89005f0b0d6f1a73f3f95fc,,flock-freight
7930,Emiza Inc,,51 - 100,4.5,1,4.5,venture_a,Early Stage Venture,3.0,12144080.0,crunchbase,Mumbai,India,India,['Emiza'],,Mayfield Fund,"Nath, Dileep;Rao, Nishant",Maharashtra,0f32fe325e47110a4b75790b5afad981,,emiza-inc
7931,Swift Medical,,51 - 100,13.272241,3,11.6,venture_a,Early Stage Venture,5.0,3486631.0,crunchbase,Toronto,Canada,Canada,,,Real Ventures;DHVC;Relay Ventures;BDC;Data Collective DCVC,,Ontario,be0b628e05d332a30dc69e3ab45f25f3, M5H 3W4,swift-medical
7932,Imagia,,51 - 100,0.0,2,0.0,venture_a,Early Stage Venture,2.0,6079225.0,crunchbase,Montréal,Canada,Canada,,,Fidelity;BDC Venture Capital,,Quebec,379284ff2a5a4ba4b2fc64309e04903f,H2S3G9,imagia
7933,Dialogue,,101 - 250,56.0,3,40.0,venture_b,Early Stage Venture,7.0,1189754.0,crunchbase,Montréal,Canada,Canada,['Dialogue Technologies'],,Caisse de Depot et Placement du Quebec;Portag3 Ventures;HV Holtzbrinck Ventures;First Ascent Associates;Walter Capital Partners;National Bank of Canada;White Star Capital,,Quebec,952cccf716529d20c6d4f74d0cff491d,H2Y 1T9,dialogue
7934,Gixo,,11 - 50,3.7,2,3.7,venture_a,Early Stage Venture,3.0,17648293.0,crunchbase,San Francisco,United States,,['GIXO'],,Greylock Partners;XSeed Capital;Cowboy Ventures,,California,75a2b8f36ed33210adcc122369943cf0,,gixo
7935,Hometree,,11 - 50,15.343838,5,0.0,venture_unknown,Late Stage Venture,1.0,478586.0,crunchbase,London,United Kingdom,UK&I,,,Perscitus LLP,,England,e67bfa5f1a854efcce304f642c799119,N5 1XL,hometree-2
7936,Thing Technologies,,,4.641546,2,4.641546,venture_a,Early Stage Venture,2.0,14636493.0,crunchbase,New York,United States,,['Thing-it'],,coparion;PropTech1 Ventures,,New York,b1994b27d8e2e82483b7fb4701c4f6ad,,thing-technologies-llc
7937,Academy Xi,,11 - 50,5.51,3,3.0,venture_b,Early Stage Venture,3.0,1111318.0,crunchbase,Surry Hills,Australia,Oceania,,,Pangaea Impact Investments;Giant Leap Fund;Alium Capital,,New South Wales,50c7cf09457236a60d53dd9e9b3296de,NSW 2010,academy-xi
7938,WM Motor,,1001 - 5000,1597.433138,4,446.328944,venture_c,Late Stage Venture,3.0,145883.0,crunchbase,Shanghai,China,Greater China,"['威马汽车技术有限公司', 'Weltmeister ', '威马汽车', 'Weima Qiche']",,Linear Venture;Taihang Industrial Fund;Baidu,,Shanghai,58e60a4596ef6cbc7da9adc9e8c142da,201702,wm-motor
7939,Hambro Perks Ltd.,,11 - 50,0.0,1,0.0,venture_b,Early Stage Venture,1.0,3849839.0,crunchbase,London,United Kingdom,UK&I,,,dmg ventures,,England,097d06523f7e2f34471e9330430c1a09,SW1P 1PL,hambroperksltd
7940,Woundtech,,101 - 250,40.0,1,40.0,venture_a,Early Stage Venture,1.0,2576839.0,crunchbase,Hollywood,United States,US-Central,,Florida,Aldrich Capital Partners,,Florida,5a85406c16de9a9ccd152298749d8308,33021,woundtech
7941,Rainnet Systems,,1 - 10,2.999998,1,2.999998,venture_unknown,Late Stage Venture,,,crunchbase,Seattle,United States,US-West,,Pacific Northwest,,,Washington,965b63983aca7c52c6727cd95dc5f8db,98104,rainnet-systems
7942,TVSquared,,101 - 250,26.6,6,5.5,venture_c,Late Stage Venture,1.0,974919.0,crunchbase,Edinburgh,United Kingdom,UK&I,,,West Coast Capital,,"Edinburgh, City of",05de840e1db4cf922871fbb1efd6bd26,EH3 9DR,tvsquared
7943,Teckro,,51 - 100,41.0,3,25.0,venture_c,Late Stage Venture,5.0,3019230.0,crunchbase,New York,United States,,,,Sands Capital Ventures;Founders Fund;Northpond Ventures;Section 32;Borealis Ventures,,New York,1a5a6be79cdfdd4cf9d4beff954531c7,NY 10154,teckro
7944,InReality,,11 - 50,2.01,1,2.01,venture_unknown,Late Stage Venture,1.0,7983300.0,crunchbase,Atlanta,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",Keiretsu Forum,,Georgia,c73c86f78f580a543c9830518fac0769,30339,inreality
7945,Automox,,51 - 100,42.6,4,30.0,venture_b,Early Stage Venture,4.0,118892.0,crunchbase,Boulder,United States,,,,CRV;TechOperators;Koch Disruptive Technologies;Tahoma Ventures,,Colorado,854733ae20934a78833977334f777d98,,automox
7946,Workit Health,,11 - 50,8.0,2,5.0,venture_a,Early Stage Venture,7.0,596202.0,crunchbase,Ann Arbor,United States,US-Central,['Workit'],Michigan and Northwest Ohio,Endeavor Catalyst;RRE Ventures;Invest Detroit;Montage Ventures;Lux Capital;BlueCross BlueShield Venture Partners;Wakestream Ventures,,Michigan,12d1b8936c91333552a76fda72139022,48104,workit-health
7947,Innoviz Technologies,,251 - 500,252.0,6,0.0,venture_c,Late Stage Venture,1.0,1065358.0,crunchbase,Tel Aviv,Israel,Israel,"[' Innoviz Technologies, LTD']",,KUNLUN,,Tel Aviv,38f4cfe27419fef3c00675ddad8d8ee8,446432,innoviz-technologies
7948,Koko,,1 - 10,2.5,2,2.5,venture_a,Early Stage Venture,2.0,,crunchbase,New York,United States,US-East,,New York,Omidyar Network;Union Square Ventures,,New York,f54b66aa54a96d8305964850b7d6acfa,10002,koko-3
7949,Finexio,,1 - 10,7.5,3,2.5,venture_unknown,Late Stage Venture,,,crunchbase,San Mateo,United States,,,,,,California,133d8d2b90e6109c61b2817c6d1386c5,CA 94401,finexio
7950,Comtravo,,101 - 250,42.985169,4,10.021156,venture_b,Early Stage Venture,2.0,1292197.0,crunchbase,Berlin,Germany,GSA,,,M12,"Drechsel, Joop",Berlin,ef179a225fe46e5ab598169055669e1b,12047,comtravo
7951,Kwippit,,,3.5133330000000003,2,1.013333,venture_unknown,Late Stage Venture,,,crunchbase,Denver,United States,,,,,,Colorado,8c35d4139c8416e33bbf8db361cbc5ec,,kwippit
7952,JustSpices,,11 - 50,14.457295000000002,3,14.457295000000002,venture_b,Early Stage Venture,3.0,139557.0,crunchbase,Düsseldorf,Germany,GSA,,,Bitburger Ventures;Five Seasons Ventures;Coefficient Capital,,Nordrhein-Westfalen,61b1629a59e7777a13f6926ae50352fb,40549,justspices
7953,Merolt,,1 - 10,0.0,3,0.0,venture_unknown,Late Stage Venture,2.0,,crunchbase,Leipzig,Germany,GSA,,,TGFS - Technologiegründerfonds Sachsen;Grazia Equity,,Sachsen,12642542e944ff0ab58cc5c78157639d,04179,merolt
7954,ZAGENO,,51 - 100,28.0,3,20.0,venture_b,Early Stage Venture,3.0,3041962.0,crunchbase,Cambridge,United States,US-East,,New England,General Catalyst;Capnamic Ventures;Grazia Equity,,Massachusetts,5319e4a31cb93a3c32a7fcc03fcf10c0,02139,zageno
7955,Kids Planet,,501 - 1000,30.607198,3,8.248636999999999,venture_unknown,Late Stage Venture,1.0,4700613.0,crunchbase,Lymm,United Kingdom,UK&I,,,Business Growth Fund,,Cheshire East,aa4b6af16c0c25d79e41daed93dde27a,WA13 0RZ,kids-planet
7956,Augmedics,,1 - 10,10.1,4,8.3,venture_unknown,Late Stage Venture,3.0,9300118.0,crunchbase,Yoqne`am `illit,Israel,Israel,,,AO Invest;Terra Funda;Israel Innovation Authority,,HaZafon,20f54039a1f8864876011b5f22582d61,20692,augmedics
7957,Bink,,101 - 250,23.380591,5,12.948353,venture_a,Early Stage Venture,1.0,4087561.0,crunchbase,Ascot,United Kingdom,UK&I,['Loyalty Angels'],,Barclays,,Windsor and Maidenhead,c0012c4364184064ba7294e78ac88ac2,SL5 9FE,bink
7958,RFPIO Inc.,,101 - 250,27.0,3,25.0,venture_a,Early Stage Venture,1.0,220443.0,crunchbase,Beaverton,United States,US-West,,Pacific Northwest,K1 Investment Management,,Oregon,dbde483cea34d149a0fd8d667ecd8ce6,97005,rfpio-inc
7959,11Sight,,1 - 10,0.223,4,0.123,venture_unknown,Late Stage Venture,1.0,682495.0,crunchbase,Berkeley,United States,,,,Keiretsu Forum,,California,186b07b1ba16f16f6306d2dac01e23c3,,11sight
7960,Nova Credit,,11 - 50,69.42,6,50.0,venture_b,Early Stage Venture,9.0,428202.0,crunchbase,San Francisco,United States,US-West,,Northern California,Kleiner Perkins;Canapi Ventures;Index Ventures;General Catalyst;Sound Ventures;Nyca Partners,"Rodriguez, Alex;Evans, David;Osborne, Theo",California,2c524b8cc9320fc24163d22e653d9187,94103,nova-credit
7961,"OpenBOM (TM) - Newman Cloud, Inc",,1 - 10,4.0,1,4.0,venture_unknown,Late Stage Venture,,1476815.0,crunchbase,Newton,United States,US-East,['OpenBOM'],New England,,,Massachusetts,dc5f9571a4d1d0341255de319a300c44,02459,newman-cloud-inc
7962,Kepler Communications,,11 - 50,21.106205,5,16.006204999999998,venture_a,Early Stage Venture,3.0,3815474.0,crunchbase,Toronto,Canada,Canada,['Kepler'],,IA Ventures;Deutsche Bahn Digital Ventures;Costanoa Ventures,,Ontario,51609ff7aa32d39ec20ad47523f10744,,kepler-communications
7963,Smartcat,,101 - 250,11.476196,2,6.9761960000000025,venture_a,Early Stage Venture,2.0,59270.0,crunchbase,Cambridge,United States,US-East,,New England,AltaIR Capital;Matrix Partners,,Massachusetts,d7c23532856077ee5b65a2021ba9317b,02142,smartcat
7964,Bombay Shaving Company,,1 - 10,9.46129,4,6.3112900000000005,venture_b,Early Stage Venture,2.0,421873.0,crunchbase,New Delhi,India,India,"['Visage Lines Personal Care', 'Visage Lines']",,Sixth Sense Ventures;Colgate Palmolive,,Delhi,fb4696985deb9571812f39a583762872,110017,bombay-shaving-company
7965,Wellist,,11 - 50,13.74,3,10.0,venture_a,Early Stage Venture,3.0,,crunchbase,Boston,United States,US-East,['Givewell Getwell'],New England,.406 Ventures;Cedars Sinai Medical Center;Summation Health Ventures,,Massachusetts,09ba9b9e89c32fef162c5f3f8e81144d,02110,wellist
7966,Taxelco,,101 - 250,17.0,1,17.0,venture_unknown,Late Stage Venture,4.0,11588302.0,crunchbase,Montréal,Canada,Canada,,,Fondaction;XPND Capital;Caisse de Depot et Placement du Quebec;Fonds de solidarité FTQ,,Quebec,b105a6b08222e516e487d172dc33ac48,H3B 1A5,taxelco
7967,SecureSet,,11 - 50,5.98,3,4.0,venture_a,Early Stage Venture,2.0,1525178.0,crunchbase,Denver,United States,,['SecureSet Academy'],,The Colorado Impact Fund;Service Provider Capital,,Colorado,e6523e577087dcec36a705e32783f93e,,secure-set
7968,Drainology,,,4.881776,1,4.881776,venture_unknown,Late Stage Venture,2.0,,crunchbase,Okehampton,United Kingdom,UK&I,,,HSBC;Business Growth Fund,,Devon,35f84498c097df82138f79817e634a7a,EX20 1UE,drainology
7969,AceBot.ai,,11 - 50,0.65,3,0.0,venture_unknown,Late Stage Venture,1.0,3518563.0,crunchbase,San Jose,United States,,,,Srijan Capital,,California,bda9963c10e42a9ba85a5e6a35d5bdb8,CA 95128,acebot-ai
7970,Spiral Therapeutics,,1 - 10,10.225,3,5.6,venture_a,Early Stage Venture,3.0,,crunchbase,San Francisco,United States,US-West,,Northern California,Inveready;Camden Partners,"Choi, Sunghwan",California,76dbd5ae8ebab3d247ac25de9f3df69e,94005,spiral-therapeutics-inc
7971,Abundant Robotics,,1 - 10,12.0,2,10.0,venture_a,Early Stage Venture,6.0,6902892.0,crunchbase,Hayward,United States,US-West,,Northern California,BayWa;GV;KPCB Edge;Comet Labs;Yamaha Motor Ventures & Laboratory Silicon Valley;Tellus Partners,,California,7c93a55fc6eba231ba4bf4a05ed4e85e,94545,abundant-robotics
7972,B12,,11 - 50,12.4,1,12.4,venture_a,Early Stage Venture,19.0,602289.0,crunchbase,New York,United States,US-East,['Unlimited Labs'],New York,Breyer Capital;Polaris Partners;General Catalyst;Founder Collective;SV Angel,"Fishman, Peter;Martignetti, Freddie;Gibson, Jacob;Daher, Waseem;Resnik, Ale;Hoover, Brad;Sagan, Paul;Brockman, Greg;Arnold, Jeff;Chou, Kevin;Lytvyn, Max;Piette, Marc;Gupta, Gautam;Marcus, Adam",New York,9f934fdb7cdd3c66cebf6b51984a8414,10016,b12io
7973,Dream Harvest,,11 - 50,0.6989609999999999,6,7.397289,venture_a,Early Stage Venture,,12971204.0,crunchbase,Brighton,United Kingdom,UK&I,['Dream Harvest Games'],,,,East Sussex,373ebe320835c81833334918d56acafd,,dream-harvest-ltd
7974,Barion Payment Inc.,,11 - 50,2.895219,3,11.742506,venture_a,Early Stage Venture,1.0,122658.0,crunchbase,Budapest,Hungary,CESA,,,Home Credit Group,,Budapest,1a461200279649d587f4908add044bf2,1117,barion-payment-inc
7975,Wangyudashi,,10001 - 1000000,23.0,1,23.0,venture_a,Early Stage Venture,1.0,,crunchbase,Beijing,China,Greater China,,,Shenzhen Capital Group,,Beijing,26b7e69c80f33be2acbea5960fdee132,,wangyudashi
7976,MiningLamp,,101 - 250,486.62939500000016,4,297.304931,venture_d,Late Stage Venture,4.0,490097.0,crunchbase,Beijing,China,Greater China,"['明略数据', 'Minglue Shuju', 'Semidata']",,AVIC Trust;Jintuo Capital;Tencent Holdings;Huasheng Capital,,Beijing,0bea1642f85a569f253b0fdb2f46e8ec,10084,mininglamp
7977,Gifnote by Audiobyte,,11 - 50,11.9,2,6.0,venture_a,Early Stage Venture,7.0,2685890.0,crunchbase,San Francisco,United States,US-West,"['Audiobyte', 'Songclip']",Northern California,Alumni Ventures Group;Evolution VC Partners;Neoteny 4;Soundscan;Sovereign Brands;DG Ventures;Hear Music,,California,c70812108dcbbd103c19af583ac1523d,94104,rednote
7978,CoHive,,101 - 250,37.8,4,13.5,venture_b,Early Stage Venture,1.0,538297.0,crunchbase,Jakarta,Indonesia,Asean,['EV Hive '],,Stonebridge Ventures,,Jakarta Raya,dcb3617378282b8ad772dcd406955146,,ev-hive
7979,Duocaitou,,,10.0,2,10.0,venture_a,Early Stage Venture,2.0,2192864.0,crunchbase,Beijing,China,Greater China,['多彩投'],,Shunwei Capital;DCM Ventures,,Beijing,c027844170aadd3b222072e4f1e5de98,,duocaitou
7980,Wangyu Master,,,23.0,1,23.0,venture_a,Early Stage Venture,3.0,,crunchbase,Beijing,China,Greater China,,,Juren Capital;Shenzhen Capital Group;Mishuo fund,,Beijing,cd43a248c6b6debb12ccfa9a02f76a49,,wangyu-master
7981,CashShield,,11 - 50,25.5,2,20.0,venture_b,Early Stage Venture,5.0,2212567.0,crunchbase,Singapore,Singapore,Asean,[' CashShield Pte. Ltd.'],,GGV Capital;Wavemaker Partners;Temasek Holdings,"Fadell, Tony;Zhang, Tao",Central Region,65928ddeb4b5a6fddfaec54b52fc8d15,268802,cashshield
7982,Sorbwater Technology,,11 - 50,0.0,2,0.0,venture_unknown,Late Stage Venture,2.0,26580542.0,crunchbase,Bergen,Norway,Nordics,,,Investinor;Repsol Energy Ventures,,Hordaland,96bb92227e8d87f7d20a2ead7bcc0180,5258,sorbwater-technology
7983,Waterdrop,,,219.440778,6,999.551263,venture_c,Late Stage Venture,4.0,103898.0,crunchbase,Beijing,China,Greater China,"['水滴互助', 'Shuidihuzhu']",,Boyu Capital;Gaorong Capital;Tencent Holdings;China Capital Investment Group,,Beijing,c4ace97695b968b1905dcd17ae2f76cd,,shuidihuzhu
7984,Frontida Biopharm,,,8.35,1,8.35,venture_unknown,Late Stage Venture,,4721369.0,crunchbase,Exton,United States,US-East,,Greater Philadelphia,,,Pennsylvania,e6e778bc81eda31776be77d9bb475ac6,19341,frontida-biopharm
7985,Xperiel,,11 - 50,14.0,2,7.0,venture_a,Early Stage Venture,5.0,5974200.0,crunchbase,Sunnyvale,United States,US-West,,Northern California,Sacramento Kings;Manatt Venture Fund;WTI,"Cook, Scott;Banister, Cyan",California,e2eaf1c2cbeb14e3353c7f4b5e654df3,94086,xperiel
7986,Thrive Global,,101 - 250,50.0,3,13.0,venture_b,Early Stage Venture,8.0,41051.0,crunchbase,New York,United States,US-East,,New York,49ers Enterprises;M13;WndrCo,"Kleiman, Rich;Sandesara, Yash;Durant, Kevin;Aoun, Adrian;Roza, Eric",New York,85d1babb5d24dbc3830c8d65652f46ce,10012,thrive-global
7987,Ginolis Ltd,,51 - 100,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,12251928.0,crunchbase,Oulunsalo,Finland,Nordics,,,VersoVentures,,Oulu,362b7d2b2aed507d76e12598ef70b62b,90460,ginolis-ltd
7988,1QBit,,11 - 50,35.11099,4,35.11099,venture_b,Early Stage Venture,7.0,2435567.0,crunchbase,Vancouver,Canada,Canada,"['1QB Information Technologies', '1QBit']",,The Royal Bank of Scotland;Fluxus Ventures;Fujitsu;Accenture;Allianz;CME Ventures;Digital Ventures,,British Columbia,4d7c5f3a77fd5379923d0d6b71b606c2,,1qbit
7989,Gegejia.com,,,15.107443,3,15.0,venture_a,Early Stage Venture,3.0,385812.0,crunchbase,Hangzhou,China,Greater China,,,GF Xinde Investment Management;Shunwei Capital;Ping An Ventures,,Zhejiang,0f29839e8c936ad12c7f168c2539a7c1,,gegejia-com
7990,Touzhijia.com,,,80.2,4,63.7,venture_b,Early Stage Venture,1.0,10244095.0,crunchbase,Shenzhen,China,Greater China,,,Jiawei,,Guangdong,6b0358a5eb1c8e2a3891e57ec2f02653,,touzhijia-com
7991,PureSpectrum,,1 - 10,1.6,1,1.6,venture_a,Early Stage Venture,,1914497.0,crunchbase,Westlake Village,United States,US-West,,Greater Los Angeles,,,California,96460b0490b41b72226c3a5ce83f3aa9,91361,purespectrum
7992,CoInvestor,,11 - 50,1.363245,2,0.0,venture_unknown,Late Stage Venture,1.0,16356238.0,crunchbase,London,United Kingdom,UK&I,,,Tech Nation Fintech,,England,0e275a0df676ba69d389dddec441f375,EC2Y 9DT,coinvestor-co
7993,Pulpomatic,,11 - 50,7.816727999999999,5,5.600697,venture_unknown,Late Stage Venture,2.0,1658034.0,crunchbase,Madrid,Spain,Mediterranean,,,Mexico Ventures;Swanlaab Venture Factory,,Madrid,ebe96273558da2f62799ba6a5dcc615e,28010,pulpomatic
7994,Picnic,,251 - 500,383.451231,2,275.287345,venture_c,Late Stage Venture,,155835.0,crunchbase,Amsterdam,Netherlands,WEM,['Picnic Technologies'],,,,Noord-Holland,04656583d97bd668914916c64b1bdc9c,1114 AG,picnic-3
7995,OPEN GALLERY,,,8.5,3,3.8,venture_unknown,Late Stage Venture,2.0,464014.0,crunchbase,London,United Kingdom,UK&I,,,KDB Infrastructure Investments Asset Management;IBK Capital,,England,fac6373cf3932222c2bc9784782d9d40,,open-gallery
7996,Kontist,,11 - 50,2.203007,3,0.0,venture_a,Early Stage Venture,2.0,271028.0,crunchbase,Berlin,Germany,GSA,['Figure'],,Haufe-Lexware;Founders,,Berlin,29c548b2534123ab9c8666608adfd202,10435,kontist
7997,OnTruck,,101 - 250,41.344301,3,29.162205,venture_b,Early Stage Venture,9.0,876903.0,crunchbase,Madrid,Spain,Mediterranean,,,Total Ventures;Atomico;All Iron Ventures;Point Nine Capital;Samaipata;La Famiglia;Idinvest Partners;GP Bullhound;Cathay Innovation,,Madrid,de1cd0dda129cff5b366f419b25ebc50,28010,ontruck
7998,"DailyPay, Inc.",,51 - 100,0.0,5,0.0,venture_b,Early Stage Venture,,35406.0,crunchbase,New York,United States,US-East,,New York,,,New York,1b929ff1b4db45d5f2d28ee51cec9bd2,10005,dailypay-inc
7999,Zeeyarah,,11 - 50,4.0,2,2.5,venture_unknown,Late Stage Venture,,11891656.0,crunchbase,Dubai,United Arab Emirates,MENA,['zeeyarah.ae and zeeyarah.com'],,,,Dubai,5dc388be4765cdf712887f6b4fc6c560,607774,zeeyarah-com
8000,Quivers,,11 - 50,1.374999,2,1.374999,venture_a,Early Stage Venture,2.0,2890154.0,crunchbase,Sandy,United States,US-West,,Greater Los Angeles,Macdoch Ventures;Aligned Partners,,Utah,a8680b4e095b349c0c3e048ff900617c,93401,quivers
8001,Zaihui,,501 - 1000,76.0,5,50.0,venture_c,Late Stage Venture,3.0,1287728.0,crunchbase,Shanghai,China,Greater China,['再惠'],,YF Capital;Ceyuan Ventures;Lightspeed China Partners,,Shanghai,6f99279b9220eab32e025d3dd5b13d9e,,zaihui
8002,HCF Ren's,,,11.4875,1,11.4875,venture_unknown,Late Stage Venture,,,crunchbase,Wellesley,United States,US-East,,New England,,,Massachusetts,ddca6d5f90bde03f65f3af13a7dfeffb,02481,hcf-ren-s
8003,Kelaile,,51 - 100,17.416019,3,16.6,venture_b,Early Stage Venture,1.0,14254708.0,crunchbase,Beijing,China,Greater China,['客来乐'],,China Soft Capital,,Beijing,96ae0af39e6ab5807a9d3dd5b8fedd89,,kelaile
8004,Vital Hint Korea,,11 - 50,0.0,3,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Seoul,South Korea,Korea,,,Strong Ventures,,Seoul-t'ukpyolsi,e43b8f303baadaf8ddbfda008aad45f1,06022,vital-hint-korea
8005,atfinity,,11 - 50,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Zürich,Switzerland,GSA,,,Mountain Alliance,,Zurich,9085d9af0d5243626c8550e00e9f59e7,,atfinity
8006,HeavenHR,,11 - 50,18.065569,3,11.356036,venture_b,Early Stage Venture,3.0,205972.0,crunchbase,Berlin,Germany,GSA,,,Piton Capital;Target Global;Allianz X,,Berlin,6b774c8b9383b5d4e46edb92e8739d6f,10961,heavenhr
8007,Tsinova,,101 - 250,29.03,2,23.0,venture_b,Early Stage Venture,1.0,14400632.0,crunchbase,Beijing,China,Greater China,,,THG Ventures,,Beijing,84895581061d502ad73d5ee28812ed33,,tsinova
